ZCTA5,MEMI,CBSA,POPPT,HUPT,AREAPT,AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,MPOP,MHU,MAREA,MAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,MPOPPCT,MHUPCT,MAREAPCT,MAREALANDPCT
55340,1,33460,6327,2236,95239155,93554197,6327,2236,95239155,93554197,3279833,1354973,16482106382,15610299031,100,100,100,100,0.19,0.17,0.58,0.6
55341,1,33460,2850,919,12681519,12320300,2850,919,12681519,12320300,3279833,1354973,16482106382,15610299031,100,100,100,100,0.09,0.07,0.08,0.08
55343,1,33460,23933,12366,20241582,19566965,23933,12366,20241582,19566965,3279833,1354973,16482106382,15610299031,100,100,100,100,0.73,0.91,0.12,0.13
55344,1,33460,13952,7322,24611926,22806159,13952,7322,24611926,22806159,3279833,1354973,16482106382,15610299031,100,100,100,100,0.43,0.54,0.15,0.15
55345,1,33460,21147,8764,30187154,29454820,21147,8764,30187154,29454820,3279833,1354973,16482106382,15610299031,100,100,100,100,0.64,0.65,0.18,0.19
55346,1,33460,16776,6431,18447048,17821647,16776,6431,18447048,17821647,3279833,1354973,16482106382,15610299031,100,100,100,100,0.51,0.47,0.11,0.11
55347,1,33460,30069,11322,48209994,43584868,30069,11322,48209994,43584868,3279833,1354973,16482106382,15610299031,100,100,100,100,0.92,0.84,0.29,0.28
55349,1,33460,3887,1650,180223817,169834008,3887,1650,180223817,169834008,3279833,1354973,16482106382,15610299031,100,100,100,100,0.12,0.12,1.09,1.09
55350,2,26780,17849,7840,380533464,361450914,18280,8040,437996114,416217964,36651,15760,1309310802,1272903896,97.64,97.51,86.88,86.84,48.7,49.75,29.06,28.4
55352,1,33460,8751,3153,177116007,172877616,8751,3153,177116007,172877616,3279833,1354973,16482106382,15610299031,100,100,100,100,0.27,0.23,1.07,1.11
55353,1,41060,2544,1157,154746983,146438697,3162,1394,227969615,218574537,189093,78114,4669772154,4536191976,80.46,83,67.88,67,1.35,1.48,3.31,3.23
55354,2,26780,2741,1098,82665241,82148404,2741,1098,82665241,82148404,36651,15760,1309310802,1272903896,100,100,100,100,7.48,6.97,6.31,6.45
55356,1,33460,5311,2186,36471799,32317269,5311,2186,36471799,32317269,3279833,1354973,16482106382,15610299031,100,100,100,100,0.16,0.16,0.22,0.21
55357,1,33460,3246,1168,50757076,49197381,3246,1168,50757076,49197381,3279833,1354973,16482106382,15610299031,100,100,100,100,0.1,0.09,0.31,0.32
55358,1,33460,4982,2415,156932811,141957501,4982,2415,156932811,141957501,3279833,1354973,16482106382,15610299031,100,100,100,100,0.15,0.18,0.95,0.91
55359,1,33460,5954,2363,117842194,108466948,5954,2363,117842194,108466948,3279833,1354973,16482106382,15610299031,100,100,100,100,0.18,0.17,0.71,0.69
55360,1,33460,2672,972,83966088,82972691,2672,972,83966088,82972691,3279833,1354973,16482106382,15610299031,100,100,100,100,0.08,0.07,0.51,0.53
55362,1,33460,18089,6967,169533407,158409554,18089,6967,169533407,158409554,3279833,1354973,16482106382,15610299031,100,100,100,100,0.55,0.51,1.03,1.01
55363,1,33460,4496,1709,70746444,70189268,4496,1709,70746444,70189268,3279833,1354973,16482106382,15610299031,100,100,100,100,0.14,0.13,0.43,0.45
55364,1,33460,14353,6455,58458554,40575949,14353,6455,58458554,40575949,3279833,1354973,16482106382,15610299031,100,100,100,100,0.44,0.48,0.35,0.26
55367,1,33460,913,386,53814032,53274898,913,386,53814032,53274898,3279833,1354973,16482106382,15610299031,100,100,100,100,0.03,0.03,0.33,0.34
55368,1,33460,2218,946,97073011,94871419,2218,946,97073011,94871419,3279833,1354973,16482106382,15610299031,100,100,100,100,0.07,0.07,0.59,0.61
55369,1,33460,32524,13320,66443877,62062075,32524,13320,66443877,62062075,3279833,1354973,16482106382,15610299031,100,100,100,100,0.99,0.98,0.4,0.4
55370,2,26780,802,326,59428981,59327539,802,326,59428981,59327539,36651,15760,1309310802,1272903896,100,100,100,100,2.19,2.07,4.54,4.66
55371,1,33460,7781,2903,267910201,256336442,16442,6445,492265381,477833435,3279833,1354973,16482106382,15610299031,47.32,45.04,54.42,53.65,0.24,0.21,1.63,1.64
55371,1,41060,112,43,9322988,9319732,16442,6445,492265381,477833435,189093,78114,4669772154,4536191976,0.68,0.67,1.89,1.95,0.06,0.06,0.2,0.21
55372,1,33460,29811,11286,159600697,149034281,29811,11286,159600697,149034281,3279833,1354973,16482106382,15610299031,100,100,100,100,0.91,0.83,0.97,0.95
55373,1,33460,5600,2182,30805900,28475131,5600,2182,30805900,28475131,3279833,1354973,16482106382,15610299031,100,100,100,100,0.17,0.16,0.19,0.18
55374,1,33460,13576,4726,94447705,92056949,13576,4726,94447705,92056949,3279833,1354973,16482106382,15610299031,100,100,100,100,0.41,0.35,0.57,0.59
55375,1,33460,4518,1480,14397607,13589839,4518,1480,14397607,13589839,3279833,1354973,16482106382,15610299031,100,100,100,100,0.14,0.11,0.09,0.09
55376,1,33460,16242,5422,87816382,78157634,16242,5422,87816382,78157634,3279833,1354973,16482106382,15610299031,100,100,100,100,0.5,0.4,0.53,0.5
55378,1,33460,26958,9417,39558020,37568057,26958,9417,39558020,37568057,3279833,1354973,16482106382,15610299031,100,100,100,100,0.82,0.69,0.24,0.24
55379,1,33460,40416,14583,158810788,152636075,40416,14583,158810788,152636075,3279833,1354973,16482106382,15610299031,100,100,100,100,1.23,1.08,0.96,0.98
55381,2,26780,2063,865,121518436,118125766,2063,865,121518436,118125766,36651,15760,1309310802,1272903896,100,100,100,100,5.63,5.49,9.28,9.28
55382,1,33460,1385,954,73118158,65612667,3563,2107,198896495,182889331,3279833,1354973,16482106382,15610299031,38.87,45.28,36.76,35.88,0.04,0.07,0.44,0.42
55382,1,41060,1845,937,102113344,96881852,3563,2107,198896495,182889331,189093,78114,4669772154,4536191976,51.78,44.47,51.34,52.97,0.98,1.2,2.19,2.14
55384,1,33460,1672,1073,1591001,926865,1672,1073,1591001,926865,3279833,1354973,16482106382,15610299031,100,100,100,100,0.05,0.08,0.01,0.01
55385,2,26780,1002,448,136535875,133703767,1291,575,253715194,250411995,36651,15760,1309310802,1272903896,77.61,77.91,53.81,53.39,2.73,2.84,10.43,10.5
55386,1,33460,6330,2186,19731832,17461229,6330,2186,19731832,17461229,3279833,1354973,16482106382,15610299031,100,100,100,100,0.19,0.16,0.12,0.11
55387,1,33460,12249,4675,101178800,81229006,12249,4675,101178800,81229006,3279833,1354973,16482106382,15610299031,100,100,100,100,0.37,0.35,0.61,0.52
55388,1,33460,5619,2265,108571017,103928644,5619,2265,108571017,103928644,3279833,1354973,16482106382,15610299031,100,100,100,100,0.17,0.17,0.66,0.67
55389,1,41060,419,160,66919304,66387493,2643,1123,196674364,192544521,189093,78114,4669772154,4536191976,15.85,14.25,34.03,34.48,0.22,0.2,1.43,1.46
55390,1,33460,2473,1053,95871344,90743415,2473,1053,95871344,90743415,3279833,1354973,16482106382,15610299031,100,100,100,100,0.08,0.08,0.58,0.58
55391,1,33460,14486,6545,72346004,44026580,14486,6545,72346004,44026580,3279833,1354973,16482106382,15610299031,100,100,100,100,0.44,0.48,0.44,0.28
55395,2,26780,2849,1212,52398352,49842023,2892,1228,55666049,53109259,36651,15760,1309310802,1272903896,98.51,98.7,94.13,93.85,7.77,7.69,4,3.92
55395,1,33460,43,16,3267697,3267236,2892,1228,55666049,53109259,3279833,1354973,16482106382,15610299031,1.49,1.3,5.87,6.15,0,0,0.02,0.02
55397,2,26780,14,5,1305859,1304247,2693,1070,73793105,70653516,36651,15760,1309310802,1272903896,0.52,0.47,1.77,1.85,0.04,0.03,0.1,0.1
55397,1,33460,2679,1065,72487246,69349269,2693,1070,73793105,70653516,3279833,1354973,16482106382,15610299031,99.48,99.53,98.23,98.15,0.08,0.08,0.44,0.44
55398,1,33460,15540,5707,211634333,201263231,15540,5707,211634333,201263231,3279833,1354973,16482106382,15610299031,100,100,100,100,0.47,0.42,1.28,1.29
55401,1,33460,6590,4912,2708372,2331229,6590,4912,2708372,2331229,3279833,1354973,16482106382,15610299031,100,100,100,100,0.2,0.36,0.02,0.01
55402,1,33460,368,373,461184,461184,368,373,461184,461184,3279833,1354973,16482106382,15610299031,100,100,100,100,0.01,0.03,0,0
55403,1,33460,14985,11573,3589768,3548279,14985,11573,3589768,3548279,3279833,1354973,16482106382,15610299031,100,100,100,100,0.46,0.85,0.02,0.02
55404,1,33460,27121,13337,4582447,4582447,27121,13337,4582447,4582447,3279833,1354973,16482106382,15610299031,100,100,100,100,0.83,0.98,0.03,0.03
55405,1,33460,15411,7822,7678426,7184962,15411,7822,7678426,7184962,3279833,1354973,16482106382,15610299031,100,100,100,100,0.47,0.58,0.05,0.05
55406,1,33460,32112,15589,13530582,12957253,32112,15589,13530582,12957253,3279833,1354973,16482106382,15610299031,100,100,100,100,0.98,1.15,0.08,0.08
55407,1,33460,37881,15090,10730792,10469606,37881,15090,10730792,10469606,3279833,1354973,16482106382,15610299031,100,100,100,100,1.15,1.11,0.07,0.07
55408,1,33460,29981,15677,8457318,7038674,29981,15677,8457318,7038674,3279833,1354973,16482106382,15610299031,100,100,100,100,0.91,1.16,0.05,0.05
55409,1,33460,11615,5149,3216080,3216080,11615,5149,3216080,3216080,3279833,1354973,16482106382,15610299031,100,100,100,100,0.35,0.38,0.02,0.02
55410,1,33460,19340,8998,7708748,7708748,19340,8998,7708748,7708748,3279833,1354973,16482106382,15610299031,100,100,100,100,0.59,0.66,0.05,0.05
55411,1,33460,27428,10002,10730835,10550888,27428,10002,10730835,10550888,3279833,1354973,16482106382,15610299031,100,100,100,100,0.84,0.74,0.07,0.07
55412,1,33460,22148,9193,9617568,9407292,22148,9193,9617568,9407292,3279833,1354973,16482106382,15610299031,100,100,100,100,0.68,0.68,0.06,0.06
55413,1,33460,12934,6733,8842403,8538461,12934,6733,8842403,8538461,3279833,1354973,16482106382,15610299031,100,100,100,100,0.39,0.5,0.05,0.05
55414,1,33460,28495,10797,9186438,8751408,28495,10797,9186438,8751408,3279833,1354973,16482106382,15610299031,100,100,100,100,0.87,0.8,0.06,0.06
55415,1,33460,2604,1297,1121235,1121235,2604,1297,1121235,1121235,3279833,1354973,16482106382,15610299031,100,100,100,100,0.08,0.1,0.01,0.01
55416,1,33460,29027,16125,21588461,18938584,29027,16125,21588461,18938584,3279833,1354973,16482106382,15610299031,100,100,100,100,0.89,1.19,0.13,0.12
55417,1,33460,24875,11247,15566354,14084959,24875,11247,15566354,14084959,3279833,1354973,16482106382,15610299031,100,100,100,100,0.76,0.83,0.09,0.09
55418,1,33460,29472,13862,17887760,17553037,29472,13862,17887760,17553037,3279833,1354973,16482106382,15610299031,100,100,100,100,0.9,1.02,0.11,0.11
55419,1,33460,26406,11202,11163808,10872252,26406,11202,11163808,10872252,3279833,1354973,16482106382,15610299031,100,100,100,100,0.81,0.83,0.07,0.07
55420,1,33460,21767,9548,17068137,16819429,21767,9548,17068137,16819429,3279833,1354973,16482106382,15610299031,100,100,100,100,0.66,0.7,0.1,0.11
55421,1,33460,27035,12360,17123680,16272408,27035,12360,17123680,16272408,3279833,1354973,16482106382,15610299031,100,100,100,100,0.82,0.91,0.1,0.1
55422,1,33460,27820,12766,22690339,21477197,27820,12766,22690339,21477197,3279833,1354973,16482106382,15610299031,100,100,100,100,0.85,0.94,0.14,0.14
55423,1,33460,35375,15797,18441928,18071306,35375,15797,18441928,18071306,3279833,1354973,16482106382,15610299031,100,100,100,100,1.08,1.17,0.11,0.12
55424,1,33460,9685,3612,6465985,6264144,9685,3612,6465985,6264144,3279833,1354973,16482106382,15610299031,100,100,100,100,0.3,0.27,0.04,0.04
55425,1,33460,8952,4095,17829850,12214239,8952,4095,17829850,12214239,3279833,1354973,16482106382,15610299031,100,100,100,100,0.27,0.3,0.11,0.08
55426,1,33460,24945,12256,18018942,17526016,24945,12256,18018942,17526016,3279833,1354973,16482106382,15610299031,100,100,100,100,0.76,0.9,0.11,0.11
55427,1,33460,22919,10237,18809503,18609501,22919,10237,18809503,18609501,3279833,1354973,16482106382,15610299031,100,100,100,100,0.7,0.76,0.11,0.12
55428,1,33460,29357,12563,21065913,20919220,29357,12563,21065913,20919220,3279833,1354973,16482106382,15610299031,100,100,100,100,0.9,0.93,0.13,0.13
55429,1,33460,26751,10585,16883983,16087193,26751,10585,16883983,16087193,3279833,1354973,16482106382,15610299031,100,100,100,100,0.82,0.78,0.1,0.1
55430,1,33460,21508,8484,15159695,14617903,21508,8484,15159695,14617903,3279833,1354973,16482106382,15610299031,100,100,100,100,0.66,0.63,0.09,0.09
55431,1,33460,18435,8181,21292347,20665925,18435,8181,21292347,20665925,3279833,1354973,16482106382,15610299031,100,100,100,100,0.56,0.6,0.13,0.13
55432,1,33460,30027,13027,27172977,25581616,30027,13027,27172977,25581616,3279833,1354973,16482106382,15610299031,100,100,100,100,0.92,0.96,0.16,0.16
55433,1,33460,33613,13800,31522655,30079325,33613,13800,31522655,30079325,3279833,1354973,16482106382,15610299031,100,100,100,100,1.02,1.02,0.19,0.19
55434,1,33460,28823,11342,23993444,23828477,28823,11342,23993444,23828477,3279833,1354973,16482106382,15610299031,100,100,100,100,0.88,0.84,0.15,0.15
55435,1,33460,11592,7212,8019909,7647197,11592,7212,8019909,7647197,3279833,1354973,16482106382,15610299031,100,100,100,100,0.35,0.53,0.05,0.05
55436,1,33460,13138,5983,12721346,12282537,13138,5983,12721346,12282537,3279833,1354973,16482106382,15610299031,100,100,100,100,0.4,0.44,0.08,0.08
55437,1,33460,17484,8174,18120168,16988777,17484,8174,18120168,16988777,3279833,1354973,16482106382,15610299031,100,100,100,100,0.53,0.6,0.11,0.11
55438,1,33460,16249,7640,23661495,21622491,16249,7640,23661495,21622491,3279833,1354973,16482106382,15610299031,100,100,100,100,0.5,0.56,0.14,0.14
55439,1,33460,8750,3697,12834885,12492486,8750,3697,12834885,12492486,3279833,1354973,16482106382,15610299031,100,100,100,100,0.27,0.27,0.08,0.08
55441,1,33460,17848,7891,26493733,22439475,17848,7891,26493733,22439475,3279833,1354973,16482106382,15610299031,100,100,100,100,0.54,0.58,0.16,0.14
55442,1,33460,13217,5728,15004499,13741277,13217,5728,15004499,13741277,3279833,1354973,16482106382,15610299031,100,100,100,100,0.4,0.42,0.09,0.09
55443,1,33460,32462,11463,24444113,23910786,32462,11463,24444113,23910786,3279833,1354973,16482106382,15610299031,100,100,100,100,0.99,0.85,0.15,0.15
55444,1,33460,15667,5380,12038695,11459197,15667,5380,12038695,11459197,3279833,1354973,16482106382,15610299031,100,100,100,100,0.48,0.4,0.07,0.07
55445,1,33460,9879,3667,20336980,20233485,9879,3667,20336980,20233485,3279833,1354973,16482106382,15610299031,100,100,100,100,0.3,0.27,0.12,0.13
55446,1,33460,18695,7757,26664702,26292819,18695,7757,26664702,26292819,3279833,1354973,16482106382,15610299031,100,100,100,100,0.57,0.57,0.16,0.17
55447,1,33460,21187,8780,24303811,22760671,21187,8780,24303811,22760671,3279833,1354973,16482106382,15610299031,100,100,100,100,0.65,0.65,0.15,0.15
55448,1,33460,27863,10662,28582525,28135649,27863,10662,28582525,28135649,3279833,1354973,16482106382,15610299031,100,100,100,100,0.85,0.79,0.17,0.18
55449,1,33460,23277,8705,58123837,57874893,23277,8705,58123837,57874893,3279833,1354973,16482106382,15610299031,100,100,100,100,0.71,0.64,0.35,0.37
55450,1,33460,10,3,9785337,9767394,10,3,9785337,9767394,3279833,1354973,16482106382,15610299031,100,100,100,100,0,0,0.06,0.06
55454,1,33460,8125,3126,1719343,1580575,8125,3126,1719343,1580575,3279833,1354973,16482106382,15610299031,100,100,100,100,0.25,0.23,0.01,0.01
55455,1,33460,1050,4,823650,692288,1050,4,823650,692288,3279833,1354973,16482106382,15610299031,100,100,100,100,0.03,0,0,0
55602,1,20260,177,403,361289884,347569056,177,403,361289884,347569056,279771,141539,23865346621,21789357707,100,100,100,100,0.06,0.28,1.51,1.6
55616,1,20260,368,184,70305884,70053661,6994,4239,960974906,917905455,279771,141539,23865346621,21789357707,5.26,4.34,7.32,7.63,0.13,0.13,0.29,0.32
55702,1,20260,500,327,198623962,196374172,500,327,198623962,196374172,279771,141539,23865346621,21789357707,100,100,100,100,0.18,0.23,0.83,0.9
55703,1,20260,701,426,359910853,359885487,701,426,359910853,359885487,279771,141539,23865346621,21789357707,100,100,100,100,0.25,0.3,1.51,1.65
55705,1,20260,3299,1731,312295868,301151543,3299,1731,312295868,301151543,279771,141539,23865346621,21789357707,100,100,100,100,1.18,1.22,1.31,1.38
55706,1,20260,1825,1198,188466816,159257319,1825,1198,188466816,159257319,279771,141539,23865346621,21789357707,100,100,100,100,0.65,0.85,0.79,0.73
55707,1,20260,3440,1668,415923070,408702478,3440,1668,415923070,408702478,279771,141539,23865346621,21789357707,100,100,100,100,1.23,1.18,1.74,1.88
55708,1,20260,959,540,58190386,56306294,959,540,58190386,56306294,279771,141539,23865346621,21789357707,100,100,100,100,0.34,0.38,0.24,0.26
55710,1,20260,1292,881,269576896,259324931,1292,881,269576896,259324931,279771,141539,23865346621,21789357707,100,100,100,100,0.46,0.62,1.13,1.19
55711,1,20260,607,220,177920346,175211390,607,220,177920346,175211390,279771,141539,23865346621,21789357707,100,100,100,100,0.22,0.16,0.75,0.8
55713,1,20260,1017,502,14162352,13987644,1017,502,14162352,13987644,279771,141539,23865346621,21789357707,100,100,100,100,0.36,0.35,0.06,0.06
55717,1,20260,335,403,292934377,283779567,335,403,292934377,283779567,279771,141539,23865346621,21789357707,100,100,100,100,0.12,0.28,1.23,1.3
55718,1,20260,3281,1363,163560329,157743813,3281,1363,163560329,157743813,279771,141539,23865346621,21789357707,100,100,100,100,1.17,0.96,0.69,0.72
55719,1,20260,5895,3008,184890243,181102002,5895,3008,184890243,181102002,279771,141539,23865346621,21789357707,100,100,100,100,2.11,2.13,0.77,0.83
55720,1,20260,16999,7292,428869478,416518036,16999,7292,428869478,416518036,279771,141539,23865346621,21789357707,100,100,100,100,6.08,5.15,1.8,1.91
55723,1,20260,2120,2051,869053240,822420755,2363,2449,1420617904,1360060159,279771,141539,23865346621,21789357707,89.72,83.75,61.17,60.47,0.76,1.45,3.64,3.77
55724,1,20260,741,928,633588446,618757104,741,928,633588446,618757104,279771,141539,23865346621,21789357707,100,100,100,100,0.26,0.66,2.65,2.84
55725,1,20260,103,258,872666200,702297232,103,258,872666200,702297232,279771,141539,23865346621,21789357707,100,100,100,100,0.04,0.18,3.66,3.22
55726,1,20260,1045,731,243587518,240090372,1045,731,243587518,240090372,279771,141539,23865346621,21789357707,100,100,100,100,0.37,0.52,1.02,1.1
55731,1,20260,5257,4249,1132035270,998166409,5820,5202,2622088977,2179688777,279771,141539,23865346621,21789357707,90.33,81.68,43.17,45.79,1.88,3,4.74,4.58
55732,1,20260,1453,826,471767955,464953357,1453,826,471767955,464953357,279771,141539,23865346621,21789357707,100,100,100,100,0.52,0.58,1.98,2.13
55733,1,20260,4616,1756,94454995,92832749,4616,1756,94454995,92832749,279771,141539,23865346621,21789357707,100,100,100,100,1.65,1.24,0.4,0.43
55734,1,20260,6213,3436,273457214,257730273,6213,3436,273457214,257730273,279771,141539,23865346621,21789357707,100,100,100,100,2.22,2.43,1.15,1.18
55736,1,20260,1478,1010,740293627,732935221,1550,1079,805514997,798120721,279771,141539,23865346621,21789357707,95.35,93.61,91.9,91.83,0.53,0.71,3.1,3.36
55738,1,20260,544,318,285459101,281419236,544,318,285459101,281419236,279771,141539,23865346621,21789357707,100,100,100,100,0.19,0.22,1.2,1.29
55741,1,20260,3164,1782,178256965,169669159,3164,1782,178256965,169669159,279771,141539,23865346621,21789357707,100,100,100,100,1.13,1.26,0.75,0.78
55746,1,20260,17168,8699,847091997,826159395,17228,8797,885011796,860679925,279771,141539,23865346621,21789357707,99.65,98.89,95.72,95.99,6.14,6.15,3.55,3.79
55749,1,20260,313,278,167387441,166734415,449,383,208137861,206206715,279771,141539,23865346621,21789357707,69.71,72.58,80.42,80.86,0.11,0.2,0.7,0.77
55750,1,20260,2025,1032,390557630,375463521,2025,1032,390557630,375463521,279771,141539,23865346621,21789357707,100,100,100,100,0.72,0.73,1.64,1.72
55751,1,20260,1553,708,161372095,158625336,1553,708,161372095,158625336,279771,141539,23865346621,21789357707,100,100,100,100,0.56,0.5,0.68,0.73
55756,1,20260,21,17,10268882,10268882,431,351,128742209,126087907,279771,141539,23865346621,21789357707,4.87,4.84,7.98,8.14,0.01,0.01,0.04,0.05
55757,1,20260,866,577,282734847,282697690,866,577,282734847,282697690,279771,141539,23865346621,21789357707,100,100,100,100,0.31,0.41,1.18,1.3
55758,1,20260,145,74,6292417,5526245,145,74,6292417,5526245,279771,141539,23865346621,21789357707,100,100,100,100,0.05,0.05,0.03,0.03
55763,1,20260,554,819,478403810,453544099,554,819,478403810,453544099,279771,141539,23865346621,21789357707,100,100,100,100,0.2,0.58,2,2.08
55765,1,20260,802,475,454509607,451789942,802,475,454509607,451789942,279771,141539,23865346621,21789357707,100,100,100,100,0.29,0.34,1.9,2.07
55766,1,20260,43,56,48478099,46530511,43,56,48478099,46530511,279771,141539,23865346621,21789357707,100,100,100,100,0.02,0.04,0.2,0.21
55767,1,20260,4230,1480,142395697,138783624,4532,1727,145068702,141006206,279771,141539,23865346621,21789357707,93.34,85.7,98.16,98.42,1.51,1.05,0.6,0.64
55768,1,20260,2843,1397,169111624,162328344,2843,1397,169111624,162328344,279771,141539,23865346621,21789357707,100,100,100,100,1.02,0.99,0.71,0.74
55771,1,20260,1606,2017,2480810241,2295927222,1680,2126,2891649384,2706364337,279771,141539,23865346621,21789357707,95.6,94.87,85.79,84.83,0.57,1.43,10.4,10.54
55779,1,20260,3755,1654,359309246,344141410,3755,1654,359309246,344141410,279771,141539,23865346621,21789357707,100,100,100,100,1.34,1.17,1.51,1.58
55780,1,20260,212,131,68437844,65857827,212,131,68437844,65857827,279771,141539,23865346621,21789357707,100,100,100,100,0.08,0.09,0.29,0.3
55781,1,20260,587,671,119361090,108538121,734,873,211223000,197558666,279771,141539,23865346621,21789357707,79.97,76.86,56.51,54.94,0.21,0.47,0.5,0.5
55782,1,20260,480,281,35316585,34325986,480,281,35316585,34325986,279771,141539,23865346621,21789357707,100,100,100,100,0.17,0.2,0.15,0.16
55783,1,20260,68,42,28105820,28105820,2437,1876,287514773,274338470,279771,141539,23865346621,21789357707,2.79,2.24,9.78,10.24,0.02,0.03,0.12,0.13
55785,2,14660,52,37,77701184,75756368,263,243,297814995,291299858,91067,65083,9247901087,7823413217,19.77,15.23,26.09,26.01,0.06,0.06,0.84,0.97
55787,1,20260,93,85,41483302,40130511,525,470,228417320,224131587,279771,141539,23865346621,21789357707,17.71,18.09,18.16,17.9,0.03,0.06,0.17,0.18
55790,1,20260,1866,2476,1040228297,861148542,1866,2476,1040228297,861148542,279771,141539,23865346621,21789357707,100,100,100,100,0.67,1.75,4.36,3.95
55792,1,20260,10107,5415,268292874,258084901,10107,5415,268292874,258084901,279771,141539,23865346621,21789357707,100,100,100,100,3.61,3.83,1.12,1.18
55797,1,20260,1441,602,179238402,179200472,1441,602,179238402,179200472,279771,141539,23865346621,21789357707,100,100,100,100,0.52,0.43,0.75,0.82
55798,1,20260,578,430,232931537,230668367,581,439,251624592,249361422,279771,141539,23865346621,21789357707,99.48,97.95,92.57,92.5,0.21,0.3,0.98,1.06
55802,1,20260,2442,1623,28525865,6636041,2442,1623,28525865,6636041,279771,141539,23865346621,21789357707,100,100,100,100,0.87,1.15,0.12,0.03
55803,1,20260,17431,8146,944950247,867677002,17431,8146,944950247,867677002,279771,141539,23865346621,21789357707,100,100,100,100,6.23,5.76,3.96,3.98
55804,1,20260,14592,6194,264119469,236489646,14592,6194,264119469,236489646,279771,141539,23865346621,21789357707,100,100,100,100,5.22,4.38,1.11,1.09
55805,1,20260,10194,5378,3655279,3655279,10194,5378,3655279,3655279,279771,141539,23865346621,21789357707,100,100,100,100,3.64,3.8,0.02,0.02
55806,1,20260,9576,4808,10315434,8688079,9576,4808,10315434,8688079,279771,141539,23865346621,21789357707,100,100,100,100,3.42,3.4,0.04,0.04
55807,1,20260,9963,4609,19454263,14916016,9963,4609,19454263,14916016,279771,141539,23865346621,21789357707,100,100,100,100,3.56,3.26,0.08,0.07
55808,1,20260,5846,2698,34890916,28030422,5846,2698,34890916,28030422,279771,141539,23865346621,21789357707,100,100,100,100,2.09,1.91,0.15,0.13
55810,1,20260,8702,3714,133124107,132986913,8702,3714,133124107,132986913,279771,141539,23865346621,21789357707,100,100,100,100,3.11,2.62,0.56,0.61
55811,1,20260,26246,10650,176111407,168683847,26246,10650,176111407,168683847,279771,141539,23865346621,21789357707,100,100,100,100,9.38,7.52,0.74,0.77
55812,1,20260,10924,3666,6276344,4550597,10924,3666,6276344,4550597,279771,141539,23865346621,21789357707,100,100,100,100,3.9,2.59,0.03,0.02
55814,1,20260,772,0,117937,117937,772,0,117937,117937,279771,141539,23865346621,21789357707,100,0,100,100,0.28,0,0,0
55901,1,40340,51917,21939,77370261,77370164,51917,21939,77370261,77370164,186011,78439,4257942375,4184403515,100,100,100,100,27.91,27.97,1.82,1.85
55902,1,40340,21968,9721,105404410,105086001,21968,9721,105404410,105086001,186011,78439,4257942375,4184403515,100,100,100,100,11.81,12.39,2.48,2.51
55904,1,40340,26332,10657,161376278,161376278,26332,10657,161376278,161376278,186011,78439,4257942375,4184403515,100,100,100,100,14.16,13.59,3.79,3.86
55905,1,40340,0,0,154860,154860,0,0,154860,154860,186011,78439,4257942375,4184403515,0,0,100,100,0,0,0,0
55906,1,40340,17598,7608,166911192,165182013,17598,7608,166911192,165182013,186011,78439,4257942375,4184403515,100,100,100,100,9.46,9.7,3.92,3.95
55909,2,12380,1428,560,132241467,132241467,1428,560,132241467,132241467,39163,17027,1842949776,1842332613,100,100,100,100,3.65,3.29,7.18,7.18
55910,1,40340,159,88,22669847,22115918,1423,623,228576986,227534012,186011,78439,4257942375,4184403515,11.17,14.13,9.92,9.72,0.09,0.11,0.53,0.53
55910,2,49100,1264,535,205907139,205418094,1423,623,228576986,227534012,51461,20760,1661690154,1621864753,88.83,85.87,90.08,90.28,2.46,2.58,12.39,12.67
55912,2,10660,536,222,115251771,114769744,28483,12519,488153727,487190789,31255,14231,1871061614,1831346129,1.88,1.77,23.61,23.56,1.71,1.56,6.16,6.27
55912,2,12380,27947,12297,372901956,372421045,28483,12519,488153727,487190789,39163,17027,1842949776,1842332613,98.12,98.23,76.39,76.44,71.36,72.22,20.23,20.21
55917,2,10660,224,97,62782861,62759976,3696,1540,350809548,349297525,31255,14231,1871061614,1831346129,6.06,6.3,17.9,17.97,0.72,0.68,3.36,3.43
55917,2,12380,205,81,42276638,42276393,3696,1540,350809548,349297525,39163,17027,1842949776,1842332613,5.55,5.26,12.05,12.1,0.52,0.48,2.29,2.29
55917,2,36940,2854,1203,150120030,148691133,3696,1540,350809548,349297525,36576,15343,1119752368,1112775578,77.22,78.12,42.79,42.57,7.8,7.84,13.41,13.36
55917,1,40340,413,159,95630019,95570023,3696,1540,350809548,349297525,186011,78439,4257942375,4184403515,11.17,10.32,27.26,27.36,0.22,0.2,2.25,2.28
55918,2,12380,982,450,66918722,66918722,982,450,66918722,66918722,39163,17027,1842949776,1842332613,100,100,100,100,2.51,2.64,3.63,3.63
55919,1,29100,985,584,135083887,112162279,985,584,135083887,112162279,133665,57003,2716283289,2599687174,100,100,100,100,0.74,1.02,4.97,4.31
55920,1,40340,7026,2752,181633147,181633147,7026,2752,181633147,181633147,186011,78439,4257942375,4184403515,100,100,100,100,3.78,3.51,4.27,4.34
55921,1,29100,4964,2184,471579089,469195013,4964,2184,471579089,469195013,133665,57003,2716283289,2599687174,100,100,100,100,3.71,3.83,17.36,18.05
