ZCTA5,MEMI,CBSA,POPPT,HUPT,AREAPT,AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,MPOP,MHU,MAREA,MAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,MPOPPCT,MHUPCT,MAREAPCT,MAREALANDPCT
55923,1,40340,2046,835,152376860,152376860,4469,1881,317724437,317724437,186011,78439,4257942375,4184403515,45.78,44.39,47.96,47.96,1.1,1.06,3.58,3.64
55923,2,49100,71,25,11012311,11012311,4469,1881,317724437,317724437,51461,20760,1661690154,1621864753,1.59,1.33,3.47,3.47,0.14,0.12,0.66,0.68
55924,2,36940,242,110,54575949,54575949,1303,576,199901206,199760432,36576,15343,1119752368,1112775578,18.57,19.1,27.3,27.32,0.66,0.72,4.87,4.9
55924,1,40340,1061,466,145325257,145184483,1303,576,199901206,199760432,186011,78439,4257942375,4184403515,81.43,80.9,72.7,72.68,0.57,0.59,3.41,3.47
55925,2,49100,1113,461,79628876,78570389,1113,461,79628876,78570389,51461,20760,1661690154,1621864753,100,100,100,100,2.16,2.22,4.79,4.84
55926,2,12380,853,353,161129315,161129315,853,353,161129315,161129315,39163,17027,1842949776,1842332613,100,100,100,100,2.18,2.07,8.74,8.75
55927,1,40340,4071,1610,207646660,207590400,4071,1610,207646660,207590400,186011,78439,4257942375,4184403515,100,100,100,100,2.19,2.05,4.88,4.96
55929,1,40340,1209,472,119892747,119892747,1209,472,119892747,119892747,186011,78439,4257942375,4184403515,100,100,100,100,0.65,0.6,2.82,2.87
55931,1,29100,330,164,47908356,47783313,330,164,47908356,47783313,133665,57003,2716283289,2599687174,100,100,100,100,0.25,0.29,1.76,1.84
55932,1,40340,2042,783,131746924,131701797,2042,783,131746924,131701797,186011,78439,4257942375,4184403515,100,100,100,100,1.1,1,3.09,3.15
55933,2,12380,273,110,68146919,68146919,273,110,68146919,68146919,39163,17027,1842949776,1842332613,100,100,100,100,0.7,0.65,3.7,3.7
55934,1,40340,3338,1324,205835750,205835750,3338,1324,205835750,205835750,186011,78439,4257942375,4184403515,100,100,100,100,1.79,1.69,4.83,4.92
55936,2,12380,1861,778,211695674,211684557,1861,778,211695674,211684557,39163,17027,1842949776,1842332613,100,100,100,100,4.75,4.57,11.49,11.49
55940,1,40340,2666,1089,234702272,234613703,2666,1089,234702272,234613703,186011,78439,4257942375,4184403515,100,100,100,100,1.43,1.39,5.51,5.61
55941,1,29100,969,435,64868325,64605243,969,435,64868325,64605243,133665,57003,2716283289,2599687174,100,100,100,100,0.72,0.76,2.39,2.49
55943,1,29100,2725,1258,356526669,353438064,3059,1395,444324357,441235752,133665,57003,2716283289,2599687174,89.08,90.18,80.24,80.1,2.04,2.21,13.13,13.6
55943,2,49100,334,137,87797688,87797688,3059,1395,444324357,441235752,51461,20760,1661690154,1621864753,10.92,9.82,19.76,19.9,0.65,0.66,5.28,5.41
55944,1,40340,7151,2784,150873629,150805862,7151,2784,150873629,150805862,186011,78439,4257942375,4184403515,100,100,100,100,3.84,3.55,3.54,3.6
55945,1,40340,1458,684,264742941,257105483,1458,684,264742941,257105483,186011,78439,4257942375,4184403515,100,100,100,100,0.78,0.87,6.22,6.14
55946,2,22060,233,97,56589765,56589765,3178,1392,312206974,312149273,64142,24453,1336265593,1283814887,7.33,6.97,18.13,18.13,0.36,0.4,4.23,4.41
55946,2,39860,2945,1295,255617209,255559508,3178,1392,312206974,312149273,46183,20337,2021225747,1960200576,92.67,93.03,81.87,81.87,6.38,6.37,12.65,13.04
55947,1,29100,6726,2888,134547272,120400770,7513,3217,206793060,189192560,133665,57003,2716283289,2599687174,89.52,89.77,65.06,63.64,5.03,5.07,4.95,4.63
55947,2,49100,787,329,72245788,68791790,7513,3217,206793060,189192560,51461,20760,1661690154,1621864753,10.48,10.23,34.94,36.36,1.53,1.58,4.35,4.24
55950,2,12380,169,79,1725725,1725725,169,79,1725725,1725725,39163,17027,1842949776,1842332613,100,100,100,100,0.43,0.46,0.09,0.09
55951,2,12380,1401,676,127654769,127529879,1567,746,196530117,196405227,39163,17027,1842949776,1842332613,89.41,90.62,64.95,64.93,3.58,3.97,6.93,6.92
55952,2,49100,2529,971,170050574,170050574,2529,971,170050574,170050574,51461,20760,1661690154,1621864753,100,100,100,100,4.91,4.68,10.23,10.48
55953,2,10660,19,7,6223806,6223806,894,383,89070669,89070669,31255,14231,1871061614,1831346129,2.13,1.83,6.99,6.99,0.06,0.05,0.33,0.34
55953,2,12380,875,376,82846863,82846863,894,383,89070669,89070669,39163,17027,1842949776,1842332613,97.87,98.17,93.01,93.01,2.23,2.21,4.5,4.5
55954,1,29100,87,38,18285065,18269968,1442,738,169386327,169371230,133665,57003,2716283289,2599687174,6.03,5.15,10.79,10.79,0.07,0.07,0.67,0.7
55955,1,40340,2746,978,81964560,81822240,2746,978,81964560,81822240,186011,78439,4257942375,4184403515,100,100,100,100,1.48,1.25,1.92,1.96
55956,2,39860,204,84,35026759,35021819,1962,822,141412962,140612291,46183,20337,2021225747,1960200576,10.4,10.22,24.77,24.91,0.44,0.41,1.73,1.79
55956,1,40340,1758,738,106386203,105590472,1962,822,141412962,140612291,186011,78439,4257942375,4184403515,89.6,89.78,75.23,75.09,0.95,0.94,2.5,2.52
55957,1,40340,756,313,105174031,104255461,756,313,105174031,104255461,186011,78439,4257942375,4184403515,100,100,100,100,0.41,0.4,2.47,2.49
55959,2,49100,2321,942,109546901,96357304,2321,942,109546901,96357304,51461,20760,1661690154,1621864753,100,100,100,100,4.51,4.54,6.59,5.94
55960,1,40340,3134,1257,93334986,91723367,3134,1257,93334986,91723367,186011,78439,4257942375,4184403515,100,100,100,100,1.68,1.6,2.19,2.19
55961,2,12380,108,46,60721196,60721196,447,204,85773697,85773697,39163,17027,1842949776,1842332613,24.16,22.55,70.79,70.79,0.28,0.27,3.29,3.3
55962,2,49100,26,11,6698309,6698309,763,388,164517795,163798096,51461,20760,1661690154,1621864753,3.41,2.84,4.07,4.09,0.05,0.05,0.4,0.41
55963,2,39860,3183,1365,96391966,96276176,4988,2078,202505942,202200088,46183,20337,2021225747,1960200576,63.81,65.69,47.6,47.61,6.89,6.71,4.77,4.91
55963,1,40340,1805,713,106113976,105923912,4988,2078,202505942,202200088,186011,78439,4257942375,4184403515,36.19,34.31,52.4,52.39,0.97,0.91,2.49,2.53
55964,1,40340,4333,1768,213445428,213269334,4389,1788,231776278,231555880,186011,78439,4257942375,4184403515,98.72,98.88,92.09,92.1,2.33,2.25,5.01,5.1
55964,2,49100,56,20,18330850,18286546,4389,1788,231776278,231555880,51461,20760,1661690154,1621864753,1.28,1.12,7.91,7.9,0.11,0.1,1.1,1.13
55967,2,12380,938,360,97498740,97498740,938,360,97498740,97498740,39163,17027,1842949776,1842332613,100,100,100,100,2.4,2.11,5.29,5.29
55968,1,40340,121,80,4100607,4099947,121,80,4100607,4099947,186011,78439,4257942375,4184403515,100,100,100,100,0.07,0.1,0.1,0.1
55969,2,49100,1117,454,79909886,79909886,1117,454,79909886,79909886,51461,20760,1661690154,1621864753,100,100,100,100,2.17,2.19,4.81,4.93
55970,2,12380,1016,402,156910623,156910623,1016,402,156910623,156910623,39163,17027,1842949776,1842332613,100,100,100,100,2.59,2.36,8.51,8.52
55971,1,29100,141,58,38518891,38389085,2993,1265,209233031,208853158,133665,57003,2716283289,2599687174,4.71,4.58,18.41,18.38,0.11,0.1,1.42,1.48
55971,2,49100,313,108,75390652,75390652,2993,1265,209233031,208853158,51461,20760,1661690154,1621864753,10.46,8.54,36.03,36.1,0.61,0.52,4.54,4.65
55972,1,40340,188,72,55015455,55015455,4995,1974,224944148,224944148,186011,78439,4257942375,4184403515,3.76,3.65,24.46,24.46,0.1,0.09,1.29,1.31
55972,2,49100,4807,1902,169928693,169928693,4995,1974,224944148,224944148,51461,20760,1661690154,1621864753,96.24,96.35,75.54,75.54,9.34,9.16,10.23,10.48
55973,2,12380,285,114,74416445,74416445,285,114,74416445,74416445,39163,17027,1842949776,1842332613,100,100,100,100,0.73,0.67,4.04,4.04
55974,1,29100,2100,992,205963207,205580841,2132,1008,217442718,217060352,133665,57003,2716283289,2599687174,98.5,98.41,94.72,94.71,1.57,1.74,7.58,7.91
55975,2,12380,183,68,44059666,44059666,4335,1982,397159271,397073661,39163,17027,1842949776,1842332613,4.22,3.43,11.09,11.1,0.47,0.4,2.39,2.39
55976,1,40340,7469,3043,192271692,191999640,7582,3085,229221719,228949667,186011,78439,4257942375,4184403515,98.51,98.64,83.88,83.86,4.02,3.88,4.52,4.59
55977,2,12380,203,80,64010011,64010011,203,80,64010011,64010011,39163,17027,1842949776,1842332613,100,100,100,100,0.52,0.47,3.47,3.47
55979,2,49100,1094,382,139951636,139951636,1143,399,151537650,151537650,51461,20760,1661690154,1621864753,95.71,95.74,92.35,92.35,2.13,1.84,8.42,8.63
55981,1,40340,3961,2152,149661615,131183640,3961,2152,149661615,131183640,186011,78439,4257942375,4184403515,100,100,100,100,2.13,2.74,3.51,3.14
55982,2,12380,436,197,77795047,77795047,436,197,77795047,77795047,39163,17027,1842949776,1842332613,100,100,100,100,1.11,1.16,4.22,4.22
55983,2,39860,1588,684,100102422,100067217,1588,684,100102422,100067217,46183,20337,2021225747,1960200576,100,100,100,100,3.44,3.36,4.95,5.1
55985,2,36940,24,14,9115023,9115023,1858,814,235060996,235002263,36576,15343,1119752368,1112775578,1.29,1.72,3.88,3.88,0.07,0.09,0.81,0.82
55985,2,39860,43,18,13494252,13491298,1858,814,235060996,235002263,46183,20337,2021225747,1960200576,2.31,2.21,5.74,5.74,0.09,0.09,0.67,0.69
55985,1,40340,1791,782,212451721,212395942,1858,814,235060996,235002263,186011,78439,4257942375,4184403515,96.39,96.07,90.38,90.38,0.96,1,4.99,5.08
55987,2,49100,35629,14483,435290851,413700881,35629,14483,435290851,413700881,51461,20760,1661690154,1621864753,100,100,100,100,69.23,69.76,26.2,25.51
55991,1,40340,1490,683,144134137,141547026,1490,683,144134137,141547026,186011,78439,4257942375,4184403515,100,100,100,100,0.8,0.87,3.39,3.38
55992,2,39860,4693,2017,193770741,193580698,4693,2017,193770741,193580698,46183,20337,2021225747,1960200576,100,100,100,100,10.16,9.92,9.59,9.88
56001,1,31860,46327,18611,300576841,296656753,46327,18611,300576841,296656753,96740,39075,3191732702,3098499267,100,100,100,100,47.89,47.63,9.42,9.57
56003,1,31860,14335,6249,114219245,113244015,14335,6249,114219245,113244015,96740,39075,3191732702,3098499267,100,100,100,100,14.82,15.99,3.58,3.65
56007,2,10660,21228,9789,455892759,437955714,21228,9789,455892759,437955714,31255,14231,1871061614,1831346129,100,100,100,100,67.92,68.79,24.37,23.91
56009,2,10660,1613,701,257507499,249204236,1613,701,257507499,249204236,31255,14231,1871061614,1831346129,100,100,100,100,5.16,4.93,13.76,13.61
56010,1,31860,1129,538,217067748,211280466,1129,538,217067748,211280466,96740,39075,3191732702,3098499267,100,100,100,100,1.17,1.38,6.8,6.82
56011,1,33460,8151,3076,205308399,201955566,8925,3351,274630700,269928238,3279833,1354973,16482106382,15610299031,91.33,91.79,74.76,74.82,0.25,0.23,1.25,1.29
56013,2,21860,87,38,40810953,40810953,4531,2184,439869635,438090297,20840,10009,1889592947,1844971122,1.92,1.74,9.28,9.32,0.42,0.38,2.16,2.21
56016,2,10660,1096,462,69134301,68060846,1096,462,69134301,68060846,31255,14231,1871061614,1831346129,100,100,100,100,3.51,3.25,3.69,3.72
56019,2,35580,697,319,148556340,147871199,914,433,269097941,268030103,25893,11493,1601815493,1582716009,76.26,73.67,55.21,55.17,2.69,2.78,9.27,9.34
56020,2,10660,115,55,2669398,2668504,115,55,2669398,2668504,31255,14231,1871061614,1831346129,100,100,100,100,0.37,0.39,0.14,0.15
56021,1,31860,1038,419,111856941,93142536,1038,419,111856941,93142536,96740,39075,3191732702,3098499267,100,100,100,100,1.07,1.07,3.5,3.01
56024,1,31860,2759,1072,52795154,51440500,2759,1072,52795154,51440500,96740,39075,3191732702,3098499267,100,100,100,100,2.85,2.74,1.65,1.66
56026,2,10660,451,182,106041333,101535874,2012,863,277319606,272691515,31255,14231,1871061614,1831346129,22.42,21.09,38.24,37.23,1.44,1.28,5.67,5.54
56026,2,36940,1531,669,166474844,166352212,2012,863,277319606,272691515,36576,15343,1119752368,1112775578,76.09,77.52,60.03,61,4.19,4.36,14.87,14.95
56027,2,21860,44,21,23330657,23330657,969,478,202102171,201941816,20840,10009,1889592947,1844971122,4.54,4.39,11.54,11.55,0.21,0.21,1.23,1.26
56029,2,10660,744,346,120716635,117483658,744,346,120716635,117483658,31255,14231,1871061614,1831346129,100,100,100,100,2.38,2.43,6.45,6.42
56031,2,21860,12401,5980,422443818,404137755,12401,5980,422443818,404137755,20840,10009,1889592947,1844971122,100,100,100,100,59.51,59.75,22.36,21.9
56032,2,10660,313,136,2199166,1654859,313,136,2199166,1654859,31255,14231,1871061614,1831346129,100,100,100,100,1,0.96,0.12,0.09
56034,1,31860,496,218,76286063,74444943,496,218,76286063,74444943,96740,39075,3191732702,3098499267,100,100,100,100,0.51,0.56,2.39,2.4
56035,2,10660,546,226,1570347,1537342,546,226,1570347,1537342,31255,14231,1871061614,1831346129,100,100,100,100,1.75,1.59,0.08,0.08
56036,2,10660,1959,892,306686316,305575415,1959,892,306686316,305575415,31255,14231,1871061614,1831346129,100,100,100,100,6.27,6.27,16.39,16.69
56037,1,31860,1635,664,186562119,184921112,1635,664,186562119,184921112,96740,39075,3191732702,3098499267,100,100,100,100,1.69,1.7,5.85,5.97
56039,2,21860,957,434,230072279,228343241,957,434,230072279,228343241,20840,10009,1889592947,1844971122,100,100,100,100,4.59,4.34,12.18,12.38
56041,2,35580,1066,482,188521852,178242886,1066,482,188521852,178242886,25893,11493,1601815493,1582716009,100,100,100,100,4.12,4.19,11.77,11.26
56042,2,10660,720,325,135801061,135743468,720,325,135801061,135743468,31255,14231,1871061614,1831346129,100,100,100,100,2.3,2.28,7.26,7.41
56043,2,10660,486,221,52388154,52380015,486,221,52388154,52380015,31255,14231,1871061614,1831346129,100,100,100,100,1.55,1.55,2.8,2.86
56045,2,10660,813,374,72141146,70961367,813,374,72141146,70961367,31255,14231,1871061614,1831346129,100,100,100,100,2.6,2.63,3.86,3.87
56046,2,36940,94,42,3785627,3785627,94,42,3785627,3785627,36576,15343,1119752368,1112775578,100,100,100,100,0.26,0.27,0.34,0.34
56048,1,31860,474,180,83141500,80904525,3898,1656,323483372,309502876,96740,39075,3191732702,3098499267,12.16,10.87,25.7,26.14,0.49,0.46,2.6,2.61
56052,2,22060,188,88,39613706,36253659,699,328,129522784,124154506,64142,24453,1336265593,1283814887,26.9,26.83,30.58,29.2,0.29,0.36,2.96,2.82
56054,1,31860,861,400,127012728,127012728,923,431,153989816,153989816,96740,39075,3191732702,3098499267,93.28,92.81,82.48,82.48,0.89,1.02,3.98,4.1
56055,1,31860,3902,1721,314493954,306385080,3902,1721,314493954,306385080,96740,39075,3191732702,3098499267,100,100,100,100,4.03,4.4,9.85,9.89
56058,1,31860,135,48,37312839,37312839,5985,2578,337403616,333925845,96740,39075,3191732702,3098499267,2.26,1.86,11.06,11.17,0.14,0.12,1.17,1.2
56062,1,31860,201,95,92198371,91051600,3208,1400,329750957,325735989,96740,39075,3191732702,3098499267,6.27,6.79,27.96,27.95,0.21,0.24,2.89,2.94
56062,2,35580,57,24,24514257,24505883,3208,1400,329750957,325735989,25893,11493,1601815493,1582716009,1.78,1.71,7.43,7.52,0.22,0.21,1.53,1.55
56063,1,31860,2001,1012,77496864,64135674,2724,1498,130485437,109216334,96740,39075,3191732702,3098499267,73.46,67.56,59.39,58.72,2.07,2.59,2.43,2.07
56065,1,31860,2844,1170,306124786,301890698,2844,1170,306124786,301890698,96740,39075,3191732702,3098499267,100,100,100,100,2.94,2.99,9.59,9.74
56068,1,31860,171,81,70724744,70072638,1087,506,178476641,169949971,96740,39075,3191732702,3098499267,15.73,16.01,39.63,41.23,0.18,0.21,2.22,2.26
56069,2,22060,447,191,66607298,63800598,4467,1916,195934436,184990250,64142,24453,1336265593,1283814887,10.01,9.97,33.99,34.49,0.7,0.78,4.98,4.97
56071,2,22060,274,97,22914479,22754182,11817,4472,221115299,215213101,64142,24453,1336265593,1283814887,2.32,2.17,10.36,10.57,0.43,0.4,1.71,1.77
56071,1,33460,6484,2506,97156401,92825449,11817,4472,221115299,215213101,3279833,1354973,16482106382,15610299031,54.87,56.04,43.94,43.13,0.2,0.18,0.59,0.59
56072,2,10660,57,27,26568121,25972866,2389,1094,317231894,315300010,31255,14231,1871061614,1831346129,2.39,2.47,8.37,8.24,0.18,0.19,1.42,1.42
56072,2,36940,209,149,41642912,40935695,2389,1094,317231894,315300010,36576,15343,1119752368,1112775578,8.75,13.62,13.13,12.98,0.57,0.97,3.72,3.68
56073,1,31860,1411,605,228014532,223891150,16759,7364,525581202,517702523,96740,39075,3191732702,3098499267,8.42,8.22,43.38,43.25,1.46,1.55,7.14,7.23
56073,2,35580,15348,6759,297566670,293811373,16759,7364,525581202,517702523,25893,11493,1601815493,1582716009,91.58,91.78,56.62,56.75,59.27,58.81,18.58,18.56
56074,1,31860,2004,790,219821909,201970841,2004,790,219821909,201970841,96740,39075,3191732702,3098499267,100,100,100,100,2.07,2.02,6.89,6.52
56075,2,21860,171,81,151505,151505,171,81,151505,151505,20840,10009,1889592947,1844971122,100,100,100,100,0.82,0.81,0.01,0.01
56078,1,31860,361,138,25494160,25491455,476,190,56216823,56208014,96740,39075,3191732702,3098499267,75.84,72.63,45.35,45.35,0.37,0.35,0.8,0.82
56080,1,31860,770,275,1194283,1194283,770,275,1194283,1194283,96740,39075,3191732702,3098499267,100,100,100,100,0.8,0.7,0.04,0.04
56081,2,35580,65,25,18208561,18208561,6098,2732,461182820,456482457,25893,11493,1601815493,1582716009,1.07,0.92,3.95,3.99,0.25,0.22,1.14,1.15
56082,1,31860,12832,4326,283504044,279065840,13597,4646,327434365,321232579,96740,39075,3191732702,3098499267,94.37,93.11,86.58,86.87,13.26,11.07,8.88,9.01
56083,2,35580,78,37,50082407,50058759,874,429,255581921,254658654,25893,11493,1601815493,1582716009,8.92,8.62,19.6,19.66,0.3,0.32,3.13,3.16
56085,2,35580,5399,2387,525059596,522037576,5451,2408,545830009,542807989,25893,11493,1601815493,1582716009,99.05,99.13,96.19,96.17,20.85,20.77,32.78,32.98
56087,2,35580,2972,1355,286672581,285671216,3179,1446,380608561,379595501,25893,11493,1601815493,1582716009,93.49,93.71,75.32,75.26,11.48,11.79,17.9,18.05
56088,2,21860,1702,797,228130667,226258226,1946,910,327057394,325119447,20840,10009,1889592947,1844971122,87.46,87.58,69.75,69.59,8.17,7.96,12.07,12.26
56088,1,31860,48,24,26362622,26362622,1946,910,327057394,325119447,96740,39075,3191732702,3098499267,2.47,2.64,8.06,8.11,0.05,0.06,0.83,0.85
56089,2,10660,155,86,2422260,1974897,155,86,2422260,1974897,31255,14231,1871061614,1831346129,100,100,100,100,0.5,0.6,0.13,0.11
56090,1,31860,694,306,120740366,119371804,694,306,120740366,119371804,96740,39075,3191732702,3098499267,100,100,100,100,0.72,0.78,3.78,3.85
56093,2,22060,10,3,1623542,1623542,12831,5152,473512675,465061047,64142,24453,1336265593,1283814887,0.08,0.06,0.34,0.35,0.02,0.01,0.12,0.13
56093,2,36940,238,96,35659933,35374597,12831,5152,473512675,465061047,36576,15343,1119752368,1112775578,1.85,1.86,7.53,7.61,0.65,0.63,3.18,3.18
56096,2,22060,110,67,17133391,15834086,3021,1569,150496305,138541729,64142,24453,1336265593,1283814887,3.64,4.27,11.38,11.43,0.17,0.27,1.28,1.23
56097,2,10660,180,83,75064680,74883542,3715,1746,483056124,476670089,31255,14231,1871061614,1831346129,4.85,4.75,15.54,15.71,0.58,0.58,4.01,4.09
56098,2,21860,95,49,52934074,52934074,2124,1064,294416641,286885572,20840,10009,1889592947,1844971122,4.47,4.61,17.98,18.45,0.46,0.49,2.8,2.87
56110,2,49380,1843,784,279479326,278874434,1843,784,279479326,278874434,21378,8535,1871415389,1852116504,100,100,100,100,8.62,9.19,14.93,15.06
56115,2,32140,1131,530,200272720,195074403,1366,621,317627009,309661308,25857,11098,1869109859,1850698900,82.8,85.35,63.05,63,4.37,4.78,10.71,10.54
56117,2,49380,399,162,66895101,66069691,399,162,66895101,66069691,21378,8535,1871415389,1852116504,100,100,100,100,1.87,1.9,3.57,3.57
56119,2,49380,847,361,142685409,140730742,1017,439,236517242,234513745,21378,8535,1871415389,1852116504,83.28,82.23,60.33,60.01,3.96,4.23,7.62,7.6
56121,2,21860,659,325,106327028,96396590,659,325,106327028,96396590,20840,10009,1889592947,1844971122,100,100,100,100,3.16,3.25,5.63,5.22
